Title,GGS Rating,Collected Classes,num_rank
IEEE INTERNATIONAL WORKSHOP ON POLICIES FOR DISTRIBUTED SYSTEMS AND NETWORKS,B,B,3
ACM SIGPLAN-SIGACT SYMPOSIUM ON PRINCIPLES OF PROGRAMMING LANGUAGES,A++,"A++, A++, A+",7
INTERNATIONAL CONFERENCE ON PRINCIPLES OF SECURITY AND TRUST,C,"C, NC",1
IEEE INTERNATIONAL CONFERENCE ON POWER SYSTEM TECHNOLOGY,B,B,3
IEEE POWERTECH CONFERENCE,B,B,3
INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING AND APPLIED MATHEMATICS,C,"C, NC",1
IEEE INTERNATIONAL PULSED POWER CONFERENCE,C,C,1
INTERNATIONAL ACM SIGPLAN SYMPOSIUM ON PRINCIPLES AND PRACTICE OF DECLARATIVE PROGRAMMING,C,"B, C, C",1
PULP AND PAPER INDUSTRY CONFERENCE,C,C,1
PRINCIPLES AND PRACTICE OF PARALLEL PROGRAMMING,A+,"A+, A+, A",6
PRINCIPLES AND PRACTICE OF PROGRAMMING IN JAVA,C,C,1
MERGED INTERNATIONAL PARALLEL PROCESSING SYMPOSIUM AND SYMPOSIUM ON PARALLEL AND DISTRIBUTED PROCESSING,B-,B-,2
PARALLEL PROBLEM SOLVING FROM NATURE,A-,"A+, A, B",4
INTERNATIONAL WORKSHOP ON POST-QUANTUM CRYPTOGRAPHY,C,"B, C",1
PACIFIC RIM INTERNATIONAL SYMPOSIUM ON DEPENDABLE COMPUTING,B-,"B, B, C",2
PATTERN RECOGNITION AND MACHINE INTELLIGENCE,C,C,1
PACIFIC RIM INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,C,"B, C",1
INTERNATIONAL CONFERENCE ON PRINCIPLES OF PRACTICE IN MULTI-AGENT SYSTEMS (PRIOR TO 2009 WAS PACIFIC RIM INTERNATIONAL WORKSHOP ON MULTI-AGENTS),C,"B, C",1
IFIP WORKING CONFERENCE ON VIRTUAL ENTERPRISES,C,"C, C, C",1
IFIP INTERNATIONAL CONFERENCE ON PROGRAMMING CONCEPTS AND METHODS,B-,B-,2
INTERNATIONAL SYMPOSIUM ORGANIZED JOINTLY WITH WORKING GROUP PROVABLY CORRECT SYSTEMS ON FORMAL TECHNIQUES IN REAL-TIME AND FAULT-TOLERANT SYSTEMS,B-,B-,2
PRODUCT FOCUSED SOFTWARE PROCESS IMPROVEMENT,B-,"B, B, C",2
PROGRAMMING MULTI-AGENT SYSTEMS,C,C,1
PREDICTIVE MODELS IN SOFTWARE ENGINEERING,C,C,1
INTERNATIONAL CONFERENCE ON COMPUTATIONAL PROCESSING OF PORTUGUESE,C,"C, C",1
INTERNATIONAL CONFERENCE ON PROVABLE SECURITY,C,"B, C",1
PARALLEL RENDERING SYMPOSIUM,B-,B-,2
PACIFIC SYMPOSIUM ON BIOCOMPUTING,A,"A+, A, NC",5
POWER SYSTEMS COMPUTATION CONFERENCE,C,C,1
IEEE PES POWER SYSTEMS CONFERENCE AND EXPOSITION,B,B,3
PRIVACY IN STATISTICAL DATABASES,C,C,1
PROGNOSTICS AND SYSTEM HEALTH MANAGEMENT CONFERENCE,C,C,1
ERSHOV CONFERENCE,C,"C, C, NC",1
PACIFIC-RIM SYMPOSIUM ON IMAGE AND VIDEO TECHNOLOGY,B-,"B, B, C",2
"CONFERENCE ON PRIVACY, SECURITY AND TRUST",C,"B, C, C",1
JOINT INTERNATIONAL CONFERENCE ON POWER SYSTEM TECHNOLOGY AND IEEE POWER INDIA CONFERENCE,C,C,1
PHOTOVOLTAIC SPECIALISTS CONFERENCE,B,B,3
INTERNATIONAL CONFERENCE ON PAIRING-BASED CRYPTOGRAPHY,C,C,1
INTERNATIONAL SYMPOSIUM ON PERVASIVE DISPLAYS,B,B,3
QUANTUM ELECTRONICS AND LASER SCIENCE CONFERENCE,B,B,3
INTERNATIONAL CONFERENCE ON QUANTITATIVE EVALUATION OF SYSTEMS,B-,"B, B-",2
QUALITY OF MULTIMEDIA EXPERIENCE,C,C,1
INTERNATIONAL ACM SIGSOFT CONFERENCE ON THE QUALITY OF SOFTWARE ARCHITECTURES,C,"C, C",1
INTERNATIONAL CONFERENCE ON QUALITY SOFTWARE,B-,"B, B, C",2
"INTERNATIONAL CONFERENCE ON HETEROGENEOUS NETWORKING FOR QUALITY, RELIABILITY, SECURITY AND ROBUSTNESS (WAS INTERNATIONAL CONFERENCE ON QUALITY OF SERVICE IN HETEROGENEOUS WIRED/WIRELESS NETWORKS)",C,"C, C, C",1
INTERNATIONAL CONFERENCE ON THE QUALITY OF INFORMATION AND COMMUNICATIONS TECHNOLOGY,C,"C, C, C",1
ROBOTICS AND APPLICATIONS,C,C,1
IEEE INTERNATIONAL RADAR CONFERENCE,C,C,1
IEEE RADAR CONFERENCE,B,B,3
EUROPEAN CONFERENCE ON RADIATION AND ITS EFFECTS ON COMPONENTS AND SYSTEMS,B-,B-,2
INTERNATIONAL CONFERENCE RADIOELEKTRONIKA,C,C,1
INTERNATIONAL SYMPOSIUM ON RECENT ADVANCES IN INTRUSION DETECTION,A+,"A+, A+, A",6
INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN INFORMATION TECHNOLOGY,C,C,1
"ROBOTICS, AUTOMATION AND MECHATRONICS",C,C,1
RELIABILITY AND MAINTAINABILITY SYMPOSIUM,B,B,3
INTERNATIONAL CONFERENCE ON RELATIONAL AND ALGEBRAICMETHODS IN COMPUTER SCIENCE (WAS INTERNATIONAL CONFERENCE ON RELATIONAL METHODS IN COMPUTER SCIENCE RELMICS),C,C,1
INTERNATIONAL WORKSHOP ON RANDOMIZATION AND COMPUTATION,C,"A, B-",1
RECENT ADVANCES IN NATURAL LANGUAGE PROCESSING,C,"B-, C, NC",1
INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN SPACE TECHNOLOGIES,C,C,1
REVERSIBLE COMPUTATION,C,C,1
INTERNATIONAL CONFERENCE ON RESEARCH CHALLENGES IN INFORMATION SCIENCE,C,"B, C, C",1
ANNUAL INTERNATIONAL CONFERENCE ON RESEARCH IN COMPUTATIONAL MOLECULAR BIOLOGY,B,"A-, B, B",3
INTERNATIONAL CONFERENCE ON RECONFIGURABLE COMPUTING AND FPGAS,C,"C, C",1
INTERNATIONAL WORKSHOP ON RECONFIGURABLE COMMUNICATION-CENTRIC SYSTEMS-ON-CHIP,C,"C, C",1
ACM INTERNATIONAL CONFERENCE ON RECOMMENDER SYSTEMS,A,"A+, A, A",5
RADIATION EFFECTS DATA WORKSHOP,C,C,1
REQUIREMENTS ENGINEERING EDUCATION AND TRAINING,C,C,1
INTERNATIONAL WORKSHOP ON REQUIREMENTS ENGINEERING: FOUNDATION FOR SOFTWARE QUALITY,B-,"B, B, C",2
RURAL ELECTRIC POWER CONFERENCE,C,C,1
IEEE INTERNATIONAL CONFERENCE ON SEMANTIC COMPUTING,C,"B, C",1
RADIO FREQUENCY INTEGRATED CIRCUITS SYMPOSIUM,B,B,3
RFID-TECHNOLOGIES AND APPLICATIONS,C,C,1
RADIO FREQUENCY IDENTIFICATION: SECURITY AND PRIVACY ISSUES,C,C,1
RIAO CONFERENCE,B-,B-,2
INTERNATIONAL WORKSHOP ON RESEARCH ISSUES IN DATA ENGINEERING,B-,"B-, B-",2
IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION,A-,"A-, A-",4
IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS,B-,"B, B-",2
ROBOT SOCCER WORLD CUP,B-,"B, B-",2
GERMAN CONFERENCE ON ROBOTICS,C,C,1
RELIABILITY PHYSICS SYMPOSIUM,C,C,1
INTERNATIONAL CONFERENCE ON WEB REASONING AND RULE SYSTEMS,C,"B-, C",1
ROUGH SETS AND KNOWLEDGE TECHNOLOGY,C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON RAPID SYSTEM PROTOTYPING (WAS IEEE SYMPOSIUM ON RAPID PROTOTYPING),C,"B-, C, C",1
ROBOTICS: SCIENCE AND SYSTEMS,A,"A+, A",5
INTERNATIONAL CONFERENCE ON REWRITING TECHNIQUES AND APPLICATIONS,B,"B, B",3
IEEE REAL-TIME AND EMBEDDED TECHNOLOGY AND APPLICATIONS SYMPOSIUM,A,"A+, A, A",5
IEEE-NPSS REAL-TIME CONFERENCE,C,C,1
EMBEDDED AND REAL-TIME COMPUTING SYSTEMS AND APPLICATIONS,B,"B, B, B-",3
INTERNATIONAL CONFERENCE ON REAL-TIME AND NETWORK SYSTEMS,C,"C, NC",1
REAL TIME SYSTEMS SYMPOSIUM,A+,"A++, A+, A+",6
INTERNATIONAL CONFERENCE ON RULES AND RULE MARKUP LANGUAGES FOR THE SEMANTIC WEB,C,"B, C",1
INTERNATIONAL CONFERENCE ON RUNTIME VERIFICATION (WAS WORKSHOP PRE 2010),C,"B, C",1
IEEE RADIO AND WIRELESS CONFERENCE,C,C,1
IEEE RADIO AND WIRELESS SYMPOSIUM,C,"B, C",1
"INTERNATIONAL SYMPOSIUM ""PROBLEMS OF REDUNDANCY IN INFORMATION AND CONTROL SYSTEMS""",C,NC,1
"INTERNATIONAL CONFERENCE ON ROBOTICS, VISION, SIGNAL PROCESSING AND POWER APPLICATIONS (WAS ROVPIA)",C,NC,1
INTERNATIONAL JOINT CONFERENCE ON RULES AND REASONING,B,B,3
IEEE SYMPOSIUM ON SECURITY AND PRIVACY,A++,"A++, A++, A++",7
INTERNATIONAL CONFERENCE ON SIMULATION OF ADAPTIVE BEHAVIOR,C,"B, C",1
SELECTED AREAS IN CRYPTOGRAPHY,B,"B, B",3
INTERNATIONAL SYMPOSIUM ON APPLIED COMPUTATIONAL INTELLIGENCE AND INFORMATICS,C,"C, NC",1
ACM SYMPOSIUM ON ACCESS CONTROL MODELS AND TECHNOLOGIES,B,"A+, A-, C",3
"INTERNATIONAL CONFERENCE ON COMPUTER SAFETY, RELIABILITY AND SECURITY",B-,"B, B, C",2
"IFAC SYMPOSIUM ON FAULT DETECTION, SUPERVISION AND SAFETY OF TECHNICAL PROCESSES",C,C,1
ALGORITHMIC GAME THEORY,C,"B, C",1
SCIENCE AND INFORMATION CONFERENCE,C,C,1
CONFERENCE OF THE SOUTH AFRICAN INSTITUTE OF COMPUTER SCIENTISTS AND INFORMATION TECHNOLOGISTS,C,"C, C",1
INTERNATIONAL SYMPOSIUM ON APPLICATIONS AND THE INTERNET,B,"B, B",3
INTERNATIONAL CONFERENCE ON SECURITY AND MANAGEMENT,C,C,1
INTERNATIONAL SYMPOSIUM ON APPLIED MACHINE INTELLIGENCE AND INFORMATICS,C,"C, NC",1
"IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ANALYSIS, EVOLUTION AND REENGINEERING",B-,"A, C",2
ACM SYMPOSIUM ON APPLIED PERCEPTION,C,C,1
"SYMPOSIUM ON ABSTRACTION, REFORMULATION AND APPROXIMATION",C,C,1
IEEE SARNOFF SYMPOSIUM,C,C,1
STATIC ANALYSIS SYMPOSIUM,B,"A-, B, B",3
SIMULATION AND SYNTHESIS IN MEDICAL IMAGING,C,C,1
SECURITY OF AD HOC AND SENSOR NETWORKS,A-,A-,4
SELF-ADAPTIVE AND SELF-ORGANIZING SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON THEORY AND APPLICATIONS OF SATISFIABILITY TESTING,A-,"A, A, B",4
INTERNATIONAL SYMPOSIUM ON COMPUTER ARCHITECTURE AND HIGH PERFORMANCE COMPUTING,C,"B, C, C",1
"SIMPÓSIO BRASILEIRO DE COMPONENTES, ARQUITETURAS E REUTILIZAÇÃO DE SOFTWARE",C,C,1
SYMPOSIUM ON INTEGRATED CIRCUITS AND SYSTEMS DESIGN,C,"B-, C",1
BRAZILIAN SYMPOSIUM ON SOFTWARE ENGINEERING,C,"B-, C",1
SIMPÓSIO BRASILEIRO DE ENGENHARIA DE SISTEMAS COMPUTACIONAIS,C,C,1
SIMPÓSIO BRASILEIRO DE JOGOS E ENTRETENIMENTO DIGITAL,C,C,1
BRAZILIAN SYMPOSIUM ON ARTIFICIAL INTELLIGENCE,C,C,1
EUROGRAPHICS WORKSHOP ON SKETCH-BASED INTERFACES AND MODELING,C,"B-, C",1
SIMPÓSIO BRASILEIRO DE LINGUAGENS DE PROGRAMAÇÃO,C,C,1
SIMPÓSIO BRASILEIRO DE MÉTODOS FORMAIS,C,C,1
SIMPÓSIO BRASILEIRO DE REDES DE COMPUTADORES E SISTEMAS DISTRIBUÍDOS,C,C,1
BRAZILIAN SYMPOSIUM ON NEURAL NETWORKS,C,C,1
ACM/IEEE CONFERENCE ON HIGH PERFORMANCE NETWORKING AND COMPUTING,A+,"A++, A+, A",6
ACM SIGGRAPH / EUROGRAPHICS SYMPOSIUM ON COMPUTER ANIMATION,A,"A+, A+, B",5
IEEE INTERNATIONAL WORKSHOP ON SOURCE CODE ANALYSIS AND MANIPULATION,B-,"B, B-, C",2
ANNUAL SYMPOSIUM ON COMPUTER APPLICATION IN MEDICAL CARE,B,B,3
GAMM / IMACS INTERNATIONAL SYMPOSION ON SCIENTIFIC COMPUTING COMPUTER ARITHMETIC AND VALIDATED NUMERICS,C,C,1
INTERNATIONAL CONFERENCE OF THE CHILEAN COMPUTER SCIENCE SOCIETY,C,"C, C",1
SPRING CONFERENCE ON COMPUTER GRAPHICS,C,C,1
SCANDINAVIAN CONFERENCE ON IMAGE ANALYSIS,C,C,1
SOFTWARE CONFIGURATION MANAGEMENT WORKSHOP,C,C,1
CONFERENCE ON SECURITY AND CRYPTOGRAPHY FOR NETWORKS,C,"B-, NC",1
INTERNATIONAL WORKSHOP ON SOFTWARE AND COMPILERS FOR EMBEDDED SYSTEMS,C,"C, C, C",1
STUDENT CONFERENCE ON RESEARCH AND DEVELOPMENT,C,C,1
"INTERNATIONAL CONFERENCE ON SIGNALS, CIRCUITS AND SYSTEMS",C,C,1
SUMMER COMPUTER SIMULATION CONFERENCE,C,"B, C",1
IEEE WORKSHOP ON SPEECH CODING FOR TELECOMMUNICATIONS,C,C,1
STRUCTURE IN COMPLEXITY THEORY ANNUAL CONFERENCE,B,B,3
SYMPOSIUM ON COMMUNICATIONS AND VEHICULAR TECHNOLOGY IN THE BENELUX,C,C,1
INTERNATIONAL SYMPOSIUM ON SOFTWARE COMPOSITION,B,B,3
SOFTWARE ENGINEERING SYMPOSIUM ON PRACTICAL SOFTWARE DEVELOPMENT ENVIRONMENTS,B-,B-,2
INTERNATIONAL SYMPOSIUM ON SPATIAL DATA HANDLING,C,C,1
SIAM INTERNATIONAL CONFERENCE ON DATA MINING,A,"A+, A, A",5
INTERNATIONAL SYMPOSIUM ON EXPERIMENTAL ALGORITHMS,B-,"B, B, C",2
EUROMICRO CONFERENCE ON SOFTWARE ENGINEERING AND ADVANCED APPLICATIONS,B-,"B, B, C",2
ASIA-PACIFIC CONFERENCE ON SIMULATED EVOLUTION AND LEARNING,C,"B, C, C",1
INTERNATIONAL SYMPOSIUM ON SOFTWARE ENGINEERING FOR ADAPTIVE AND SELF-MANAGING SYSTEMS,B,"A, B, B-",3
IEEE CONFERENCE ON SENSOR MESH AND AD HOC COMMUNICATIONS AND NETWORKS,A-,"A, A, B",4
INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOGRAPHY,C,"B, C, C",1
INTERNATIONAL CONFERENCE ON SECURITY AND PRIVACY FOR COMMUNICATION NETWORKS,B-,"A, C",2
USENIX SECURITY SYMPOSIUM,A++,"A++, A++, A++",7
"INTERNATIONAL CONFERENCE ON EMERGING SECURITY INFORMATION, SYSTEMS AND TECHNOLOGIES",C,C,1
IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND FORMAL METHODS,B-,"B, B, C",2
INTERNATIONAL CONFERENCE ON SUSTAINABLE ENERGY INFORMATION TECHNOLOGY,C,NC,1
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,B-,"B, B, C",2
"SWARM, EVOLUTIONARY, AND MEMETIC COMPUTING",C,C,1
SEMICONDUCTOR THERMAL MEASUREMENT AND MANAGEMENT SYMPOSIUM,B-,B-,2
INTERNATIONAL CONFERENCE ON SENSOR TECHNOLOGIES AND APPLICATIONS,C,C,1
IEEE SENSORS,B,B,3
ACM CONFERENCE ON EMBEDDED NETWORKED SENSOR SYSTEMS,A++,"A++, A++, A+",7
INTERNATIONAL CONFERENCE ON SEQUENCES AND THEIR APPLICATIONS,B,B,3
"ACIS CONFERENCE ON SOFTWARE ENGINEERING RESEARCH, MANAGEMENT AND APPLICATIONS",C,"C, C",1
INTERNATIONAL CONFERENCE ON SOFTWARE SECURITY AND RELIABILITY,C,C,1
"INTERNATIONAL CONFERENCE: SCIENCES OF ELECTRONICS, TECHNOLOGIES OF INFORMATION AND TELECOMMUNICATION",C,NC,1
HELLENIC CONFERENCE ON ARTIFICIAL INTELLIGENCE,C,C,1
"INTERNATIONAL SYMPOSIUM ON SOFTWARE ENGINEERING: THEORIES, TOOLS, AND APPLICATIONS",C,NC,1
ANNUAL SOFTWARE ENGINEERING WORKSHOP,C,"C, C",1
SYMPOSIUM ON FRONTIERS OF MASSIVELY PARALLEL COMPUTATION,C,C,1
SMART GRAPHICS,C,C,1
SGAI INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE,C,NC,1
SYMPOSIUM ON GEOMETRY PROCESSING,B,"A, B",3
SIAM CONFERENCE ON PARALLEL PROCESSING FOR SCIENTIFIC COMPUTING,C,C,1
BRAZILIAN SYMPOSIUM ON COMPUTER GRAPHICS AND IMAGE PROCESSING,B-,"B, B-",2
COLLOQUIUM ON STRUCTURAL INFORMATION AND COMMUNICATION COMPLEXITY,B-,"B, B, C",2
SOCIETY OF INSTRUMENT AND CONTROL ENGINEERS OF JAPAN,C,C,1
SYSTEMS AND INFORMATION ENGINEERING DESIGN SYMPOSIUM,C,C,1
INTERNATIONAL SYMPOSIUM ON INDUSTRIAL EMBEDDED SYSTEMS,C,"B-, C",1
"ACM CONFERENCE ON APPLICATIONS, TECHNOLOGIES, ARCHITECTURES, AND PROTOCOLS FOR COMPUTER COMMUNICATION",A++,"A++, A++, A++",7
SPECIAL INTEREST GROUP ON COMPUTER PERSONNEL RESEARCH ANNUAL CONFERENCE,C,C,1
ACM SPECIAL INTEREST GROUP ON COMPUTER SCIENCE EDUCATION CONFERENCE,A,"A, A, A-",5
ANNUAL MEETING OF THE SPECIAL INTEREST GROUP ON DISCOURSE AND DIALOG,B,"B, B",3
ACM INTERNATIONAL CONFERENCE ON DESIGN OF COMMUNICATION,C,"B-, C",1
INTERNATIONAL SIGE TECHNOLOGY AND DEVICE MEETING,C,C,1
ACM INTERNATIONAL CONFERENCE ON COMPUTER GRAPHICS AND INTERACTIVE TECHNIQUES,C,"A++, A++, C",1
ACM INTERNATIONAL CONFERENCE ON RESEARCH AND DEVELOPMENT IN INFORMATION RETRIEVAL,A++,"A++, A++, A++",7
ACM INFORMATION TECHNOLOGY EDUCATION,C,"B-, C, NC",1
MEASUREMENT AND MODELING OF COMPUTER SYSTEMS,C,"A++, A+, A+",1
ACM SIGMOD INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA,A++,"A++, A++, A++",7
ACM INTERNATIONAL CONFERENCE ON ADVANCES IN GEOGRAPHIC INFORMATION SYSTEMS,B,"A, B",3
ACM SIGUCCS CONFERENCE ON USER SERVICES,C,"C, NC",1
IEEE/SICE INTERNATIONAL SYMPOSIUM ON SYSTEM INTEGRATION,C,C,1
INTERNATIONAL CONFERENCE ON STANDARDIZATION AND INNOVATION IN INFORMATION TECHNOLOGY,C,C,1
"SIMULATION, MODELING, AND PROGRAMMING FOR AUTONOMOUS ROBOTS",C,C,1
INTERNATIONAL CONFERENCE ON ADVANCES IN SYSTEM SIMULATION,B,B,3
"INTERNATIONAL CONFERENCE ON SIMULATION AND MODELING METHODOLOGIES, TECHNOLOGIES AND APPLICATIONS",C,C,1
"SIMULATION TOOLS AND TECHNIQUES FOR COMMUNICATIONS, NETWORKS AND SYSTEM",C,C,1
INTERNATIONAL CONFERENCE ON SECURITY OF INFORMATION AND NETWORKS,C,"C, C, C",1
IEEE TRANSACTIONS ON SIGNAL AND INFORMATION PROCESSING OVER NETWORKS,C,C,1
IEEE WORKSHOP ON SIGNAL PROCESSING SYSTEMS DESIGN AND IMPLEMENTATION,B,"B, B",3
TOPICAL MEETING ON SILICON MONOLITHIC INTEGRATED CIRCUITS IN RF SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON SIMILARITY SEARCH AND APPLICATIONS,C,"B, C",1
INTERNATIONAL CONFERENCE ON SIMULATION OF SEMICONDUCTOR PROCESSES AND DEVICES,C,C,1
INTERNATIONAL SYMPOSIUM ON INTELLIGENT SYSTEMS AND INFORMATICS,C,"C, NC",1
SIGNAL-IMAGE TECHNOLOGY AND INTERNET-BASED SYSTEMS,C,C,1
SIGNAL PROCESSING AND COMMUNICATIONS APPLICATIONS CONFERENCE,C,C,1
INTERNATIONAL CONFERENCE ON SEMANTICS KNOWLEDGE AND GRID,C,"C, NC",1
"SYMPOSIUM ON LANGUAGES, APPLICATIONS AND TECHNOLOGIES",C,C,1
INTERNATIONAL CONFERENCE ON SOFTWARE LANGUAGE ENGINEERING,B-,"B, B, C",2
SYSTEM-LEVEL INTERCONNECT PREDICTION,C,C,1
IEEE SPOKEN LANGUAGE TECHNOLOGY WORKSHOP,B,"B, B",3
ACM SYMPOSIUM ON SOLID MODELING AND APPLICATIONS,A-,A-,4
INTERNATIONAL CONFERENCE ON SHAPE MODELING AND APPLICATIONS,B-,B-,2
INTERNATIONAL WORKSHOP ON SEMANTIC AND SOCIAL MEDIA ADAPTATION AND PERSONALIZATION,C,C,1
INTERNATIONAL CONFERENCE ON SMART GRID COMMUNICATIONS,A-,A-,4
"IEEE CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS",A-,"A++, B, B",4
SOUND AND MUSIC COMPUTING CONFERENCE,B,B,3
IEEE INTERNATIONAL CONFERENCE ON SHAPE MODELING AND APPLICATIONS,B-,B-,2
SENSOR NETWORKS AND APPLICATIONS,B-,B-,2
SOCIAL NETWORK MINING AND ANALYSIS,B-,B-,2
"INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING, ARTIFICIAL INTELLIGENCE, NETWORKING AND PARALLEL/DISTRIBUTED COMPUTING",C,"C, C",1
SOCIAL NETWORK SYSTEMS,B-,B-,2
IEEE SILICON NANOELECTRONICS WORKSHOP,C,C,1
INTERNATIONAL SYMPOSIUM ON SYSTEM-ON-CHIP,C,C,1
IEEE INTERNATIONAL CONFERENCE ON SERVICE-ORIENTED COMPUTING AND APPLICATIONS,C,"C, C",1
IEEE INTERNATIONAL SOC CONFERENCE,B,B,3
ANNUAL ACM SYMPOSIUM ON COMPUTATIONAL GEOMETRY,A,"A, A, A",5
INTERNATIONAL CONFERENCE ON SOCIAL COMPUTING,C,"B, C",1
INTERNATIONAL WORKSHOP ON SOCIAL INFORMATICS,C,"C, C",1
SOFT COMPUTING,A+,A+,6
SOFT COMPUTING AND PATTERN RECOGNITION,C,C,1
ACM-SIAM SYMPOSIUM ON DISCRETE ALGORITHMS,A+,"A++, A+, A+",6
INTERNATIONAL WORKSHOP ON SOFT COMPUTING APPLICATIONS,C,NC,1
CONFERENCE ON CURRENT TRENDS IN THEORY AND PRACTICE OF COMPUTER SCIENCE,B-,"B, B, C",2
CONFERENCE ON SOFTWARE IN TELECOMMUNICATIONS AND COMPUTER NETWORKS,C,"C, C, NC",1
SOFTWARE VISUALIZATION,B-,"A-, B, C",2
INTERNATIONAL SOI CONFERENCE,B,B,3
"INTERNATIONAL CONFERENCE ON SERVICE OPERATIONS AND LOGISTICS, AND INFORMATICS",C,C,1
INTERNATIONAL SYMPOSIUM ON SERVICE-ORIENTED SYSTEM ENGINEERING,C,"B, C",1
ACM SIGOPS SYMPOSIUM ON OPERATING SYSTEMS PRINCIPLES,A++,"A++, A++, A+",7
SYMPOSIUM ON SDN RESEARCH,C,C,1
SYMPOSIUM ON USABLE PRIVACY AND SECURITY,A-,"A+, A-, B",4
SOUTHEASTCON,C,C,1
ACM SYMPOSIUM ON PARALLEL ALGORITHMS AND ARCHITECTURES,A,"A, A, A",5
IEEE INTERNATIONAL WORKSHOP ON SIGNAL PROCESSING ADVANCES IN WIRELESS COMMUNICATIONS,B,"B, B",3
INTERNATIONAL CONFERENCE ON SECURITY AND PRIVACY IN COMMUNICATION SYSTEMS,C,C,1
INTERNATIONAL SYMPOSIUM ON PERFORMANCE EVALUATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS,C,C,1
INTERNATIONAL CONFERENCE ON SUSTAINABLE POWER GENERATION AND SUPPLY,C,C,1
WORKSHOP ON SIGNAL PROPAGATION ON INTERCONNECTS,C,C,1
INTERNATIONAL SOFTWARE PROCESS IMPROVEMENT AND CAPABILITY DETERMINATION CONFERENCE,C,"C, C",1
INTERNATIONAL WORKSHOP ON MODEL CHECKING SOFTWARE,A-,A-,4
INTERNATIONAL SYMPOSIUM ON STRING PROCESSING AND INFORMATION RETRIEVAL,B,"B, B, B-",3
"ACM CONFERENCE ON SYSTEMS, PROGRAMMING, LANGUAGES AND APPLICATIONS: SOFTWARE FOR HUMANITY",C,C,1
SOFTWARE PRODUCT LINE CONFERENCE,A-,"A, A-, B",4
ACM SYMPOSIUM ON SOLID AND PHYSICAL MODELLING,B-,"B, B-",2
SPRING SIMULATION MULTICONFERENCE,C,C,1
SECURITY AND PRIVACY IN SMARTPHONES AND MOBILE DEVICES,B-,B-,2
INTERNATIONAL CONFERENCE ON SOFTWARE QUALITY MANAGEMENT,C,C,1
SYMPOSIUM ON RELIABLE DISTRIBUTED SYSTEMS,B,"B, B, B",3
STORAGE AND RETRIEVAL FOR MEDIA DATABASES (WAS STORAGE AND RETRIEVAL FOR IMAGE AND VIDEO DATABASES),C,C,1
IEEE WORKSHOP ON STATISTICAL SIGNAL AND ARRAY PROCESSING,C,C,1
INTERNATIONAL SYMPOSIUM ON SEARCH BASED SOFTWARE ENGINEERING,C,"B, C, C",1
IEEE SYMPOSIUM SERIES ON COMPUTATIONAL INTELLIGENCE,C,C,1
"INTERNATIONAL MULTI-CONFERENCE ON SYSTEMS, SIGNALS AND DEVICES",C,C,1
INTERNATIONAL CONFERENCE ON SCIENTIFIC AND STATISTICAL DATA BASE MANAGEMENT,B,"B, B, B",3
SOUTHWEST SYMPOSIUM ON IMAGE ANALYSIS AND INTERPRETATION,C,C,1
INTERNATIONAL CONFERENCE ON SOLID-STATE AND INTEGRATED CIRCUITS TECHNOLOGY,C,C,1
SECURE SOFTWARE INTEGRATION AND RELIABILITY IMPROVEMENT,C,C,1
IEEE SIGNAL PROCESSING WORKSHOP ON STATISTICAL SIGNAL PROCESSING,C,C,1
STRUCTURAL AND SYNTACTICAL PATTERN RECOGNITION,B,"B, B",3
ACM SIGSOFT WORKING CONFERENCE ON SOFTWARE REUSABILITY,C,"B-, C",1
"IEEE INTERNATIONAL WORKSHOP ON SAFETY, SECURITY, & RESCUE ROBOTS",C,"C, C",1
"INTERNATIONAL SYMPOSIUM ON STABILIZATION, SAFETY, AND SECURITY OF DISTRIBUTED SYSTEMS",C,"C, C",1
IFAC CONFERENCE ON SYSTEM STRUCTURE AND CONTROL,C,C,1
SOUTHEASTERN SYMPOSIUM ON SYSTEM THEORY,C,C,1
IEEE INTERNATIONAL SYMPOSIUM ON SUSTAINABLE SYSTEMS AND TECHNOLOGY,C,C,1
AUSTRALASIAN SPEECH SCIENCE AND TECHNOLOGY,C,NC,1
INTERNATIONAL SYMPOSIUM ON SPATIAL AND TEMPORAL DATABASES,B,"A-, B, B",3
